Gender,Age,Daily Meal Frequency,Physical Exercise,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
0,24,3,1,169,67,1627.5,187,126,48,1684
0,25,3,1,162,41,1265.6,206,54,36,1364
1,27,4,3,156,88,1572.7,220,98,81,2001
0,18,2,0,159,45,1320.3,186,77,34.46,1362
1,22,2,0,157,47,1231.8,162,66,34.46,1222
1,25,2,1,143,61,1189,193,81,36,1420
1,23,3,0,158,97,1671.8,218,96,104,2192
0,22,3,0,175,52,1532.6,205,113,42,1650
0,23,3,0,176,69,1669.9,269,59,61,1861
0,20,3,0,163,46,1432.2,176,75,40,1364
0,33,3,0,164,47,1347,199,74,35,1407
0,16,3,0,188,54,1696.3,259,109,39,1823
0,17,3,0,170,68,1659.6,265,72,67,1951
1,42,3,0,158,105,1636.3,327,131,75,2507
0,23,2,1,162,81,1675.1,252,110,68,2060
0,26,3,0,168,117,2063.6,277,139,107,2627
0,22,3,2,176,81,1795.6,309,86,83,2327
1,40,3,0,138,80,1336.9,223,67,76,1844
1,41,2,0,162,40,1080.8,129.225,57,34.46,1055
0,22,2,0,173,101,1980.5,360,158,105,3017
0,25,3,0,174,54,1468.2,171,68,61,1505
0,19,4,0,179,83,1899.9,224,126,76,2084
1,22,4,0,151,57,1246.6,160,91,58,1526
1,27,3,0,166,87,1622.3,317,81,79,2303
1,22,2,1,149,58,1250.1,187,70,35,1343
0,30,4,0,163,102,1877.8,303,141,67,2379
0,41,3,0,161,101,1783.9,257,142,102,2514
0,20,3,3,155,101,1871.5,277,129,95,2479
0,26,3,0,162,108,2043.2,363,145,61,2581
1,36,3,0,156,40,1025.5,131,52,35,1047
1,39,3,0,157,80,1425.2,163,83,63,1551
0,28,2,1,159,64,1526,241,52,75,1847
0,29,3,1,177,127,2246.1,330,166,95,2839
0,24,4,0,163,89,1793,381,123,53,2493
1,20,2,2,157,74,1481.7,182,102,55,1631
1,23,2,4,156,43,1131.3,180,56,34.46,1254
0,24,4,1,174,65,1577.9,307,105,64,2224
0,24,3,0,169,117,2034.8,395,152,59,2719
1,32,3,0,141,89,1455.2,297,91,66,2146
0,23,4,0,186,83,1940.7,336,118,67,2419
1,51,3,0,156,77,1354,178,73,73,1661
0,23,3,0,162,120,2105.4,382,126,82,2770
1,23,3,0,153,45,1123.5,186,58,34.46,1286
0,25,2,0,153,45,1271.1,194,66,68,1652
0,31,4,0,152,88,1678.4,245,155,79,2311
0,21,3,0,177,56,1533.5,301,105,49,2065
0,26,2,4,183,80,1831.9,297,112,75,2311
1,26,2,3,156,62,1341.3,142,97,41,1325
0,55,3,0,175,56,1357.2,188,73,64,1620
0,27,2,4,174,71,1659,268,108,72,2152
0,20,2,0,183,94,2003.8,387,116,82,2750
0,23,3,1,175,66,1650.5,323,97,40,2040
1,20,2,1,165,84,1626.2,246,76,84,2044
0,33,3,0,164,45,1298.5,200,78,40,1472
0,50,4,0,151,85,1530.9,254,108,70,2078
1,22,3,0,157,54,1270.6,154,65,54,1362
0,25,3,0,157,113,2035.2,248,161,92,2464
0,33,3,0,169,50,1419.6,129.225,66,73,1438
0,22,4,4,178,67,1636.5,230,121,61,1953
0,22,2,0,159,119,2082.7,336,127,107,2815
0,24,2,4,179,81,1842.2,151,152,72,1860
0,56,3,0,164,50,1219.4,133,59,45,1173
1,34,3,0,153,75,1349.8,205,93,54,1678
0,33,3,0,170,71,1637.5,218,104,73,1945
0,19,3,0,168,44,1407.8,138,79,52,1336
0,21,3,1,165,103,1974.1,382,148,88,2912
1,29,3,0,143,91,1493.7,244,140,75,2211
0,25,3,0,168,106,1988.6,312,125,80,2468
1,30,3,0,139,99,1544.4,362,103,55,2355
0,25,3,0,171,111,2023.8,409,100,78,2738
0,23,2,4,166,69,1603.6,265,87,85,2173
0,17,2,0,163,95,1838.4,303,92,102,2498
1,43,2,0,166,87,1517.6,229,89,82,2010
0,24,3,4,175,51,1499.5,207,77,48,1568
1,40,4,0,145,76,1303.3,134,105,74,1622
0,23,2,0,163,56,1460.1,252,102,41,1785
1,48,3,0,158,44,1004.2,131,53,37,1069
0,44,3,0,155,89,1608.7,323,137,93,2677
0,25,3,0,174,50,1530.1,209,59,69,1693
0,22,3,0,171,74,1711.5,251,68,61,1825
1,23,2,4,161,49,1226.6,202,76,34.46,1422
0,21,3,0,170,85,1814.5,231,136,55,1963
0,22,3,0,167,94,1934,242,143,102,2458
0,23,3,1,176,67,1661.8,271,64,63,1907
1,24,4,3,160,95,1641.2,212,82,74,1842
1,39,2,0,155,75,1348.1,210,98,62,1790
1,38,2,0,156,76,1406.1,233,119,43,1795
1,19,2,1,153,56,1270.7,199,69,47,1495
0,23,4,0,164,77,1720.1,256,92,59,1923
0,28,3,0,167,50,1394.7,188,80,49,1513
0,25,3,0,164,98,1874.6,298,105,86,2386
0,24,2,0,165,72,1613.9,312,85,65,2173
1,35,3,0,160,43,1096.1,166,51.69,40,1231
0,24,2,0,163,43,1318.5,199,51.69,53,1480
1,23,2,1,165,78,1552.3,266,56,83,2035
1,22,2,0,163,59,1346.7,232,76,34.46,1542
0,34,3,0,154,87,1666.4,373,107,66,2514
0,50,4,0,155,89,1592,278,131,78,2338
0,23,3,0,168,61,1573.1,246,71,57,1781
0,27,4,0,169,116,2066.9,383,144,102,3026
1,50,2,0,153,66,1212.6,235,95,34.46,1630
1,35,3,3,164,69,1388.1,159,75,63,1503
0,27,2,1,174,82,1768.9,263,122,84,2296
0,25,3,0,153,102,1789,372,112,91,2755
1,44,3,0,141,108,1600.2,268,147,65,2245
1,19,3,1,167,90,1633.3,244,115,68,2048
1,21,3,0,159,61,1305.3,223,84,59,1759
1,27,3,0,147,85,1443.7,233,113,62,1942
0,28,3,0,174,104,2001.2,334,108,73,2425
1,19,3,1,166,46,1289.1,135,68,45,1217
0,22,4,0,171,81,1795,301,132,62,2290
1,29,3,0,152,73,1337.1,220,83,77,1905
1,24,4,0,146,58,1208.4,145,54,57,1309
1,22,3,0,153,50,1213.5,131,73,39,1167
1,23,2,0,153,44,1114.3,142,70,34.46,1158
0,22,3,0,157,108,1981.3,310,137,102,2706
1,26,3,0,152,66,1276.9,224,95,39,1627
1,21,3,0,163,51,1280.5,129.225,68,44,1185
0,29,4,1,163,103,1892.8,304,139,103,2699
0,23,3,0,163,47,1371.3,175,73,35,1307
1,16,2,0,155,56,1257.1,156,86,39,1319
1,18,3,0,163,44,1252.1,143,57,38,1142
0,29,4,0,175,107,1989.6,334,75,73,2293
1,29,3,4,161,45,1141,216,61,34.46,1418
1,22,3,0,162,62,1388.6,157,89,70,1614
1,27,4,0,169,68,1471.5,222,87,43,1623
0,38,3,0,164,112,1912.8,215,142,109,2409
0,22,2,2,169,51,1440.6,191,111,42,1586
0,27,2,0,168,133,2253.3,382,119,109,2985
0,29,4,4,175,124,2176.3,389,111,78,2702
0,27,2,2,172,77,1717.9,236,120,44,1820
0,36,3,0,164,112,1944.3,349,94,107,2735
1,24,2,0,156,63,1310.6,136,64,47,1223
0,21,2,2,177,58,1615.8,195,93,55,1647
0,40,3,0,180,82,1737.9,221,113,60,1876
1,28,3,0,168,45,1177.9,137,51.69,47,1178
0,20,3,2,167,65,1585.4,190,74,70,1686
1,21,3,0,170,45,1218.9,170,53,37,1225
1,28,3,0,151,99,1642.1,339,88,59,2239
1,37,3,0,156,98,1553.1,295,114,86,2410
0,40,3,0,156,91,1681.4,149,165,74,1922
1,23,2,0,164,58,1310.3,187,89,42,1482
0,22,4,0,168,101,1910.5,262,123,105,2485
1,27,3,0,146,94,1551.7,326,88,80,2376
1,28,2,0,145,84,1467.3,191,90,89,1925
1,49,4,0,155,86,1349.7,296,103,63,2163
0,26,3,0,178,131,2258.6,385,154,103,3083
0,31,3,1,173,93,1832,261,113,96,2360
1,24,3,4,166,55,1320,230,51.69,46,1541
1,25,2,0,156,50,1158.5,156,53,45,1241
0,25,2,0,168,63,1559.6,239,57,56,1688
0,23,2,0,182,65,1621.4,242,97,48,1788
0,29,2,1,168,92,1765.2,295,111,81,2353
0,21,2,1,178,75,1765,249,100,79,2107
0,24,3,0,165,46,1367.2,213,61,40,1456
1,35,2,0,164,59,1308.2,155,68,52,1360
1,25,3,0,145,86,1492.6,153,97,79,1711
0,24,2,0,162,98,1902.4,320,147,102,2786
0,24,3,1,169,106,2023.2,393,157,78,2902
0,19,3,0,154,99,1883.1,327,147,84,2652
0,24,2,1,174,87,1838.7,332,157,65,2541
1,21,3,0,160,64,1351.2,224,76,41,1569
0,27,3,3,182,79,1773.7,218,131,79,2107
0,23,3,3,168,59,1498.3,214,65,52,1584
0,25,3,0,159,105,1917.9,308,160,107,2835
0,24,3,0,166,39,1331.5,140,56,37,1117
1,32,2,0,157,79,1413.3,266,82,56,1896
0,21,3,0,172,82,1830.2,357,117,90,2706
0,16,3,4,172,78,1780.1,264,102,67,2067
1,22,3,0,158,80,1515.2,281,106,59,2079
1,21,2,1,147,41,1145.4,132,64,48,1216
1,28,2,1,145,55,1093.6,155,56,36,1168
0,23,3,0,168,104,1998,394,86,98,2802
0,22,2,0,168,105,2029.1,335,122,104,2764
0,23,2,0,178,92,1938.7,293,146,53,2233
0,34,3,0,172,54,1434.6,212,104,54,1750
0,24,3,0,165,85,1766.6,274,119,77,2265
1,19,3,4,157,75,1439.8,253,85,47,1775
1,23,3,0,153,89,1614.6,305,105,87,2423
0,44,3,0,176,45,1332.9,160,72,52,1396
1,50,3,0,155,107,1611.7,347,98,72,2428
0,24,2,0,184,68,1696.7,251,91,53,1845
1,21,4,0,136,57,1144.4,129.225,94,44,1289
1,23,3,1,163,47,1202.1,159,83,35,1283
0,23,4,0,157,87,1755.6,241,87,101,2221
1,23,3,0,157,44,1127.2,129.225,54,48,1165
1,27,3,0,153,97,1679.7,281,126,75,2303
1,26,3,0,163,70,1400.4,202,98,59,1731
0,23,3,0,168,46,1374.5,227,69,43,1571
0,25,4,0,185,89,1954.3,288,118,102,2542
1,22,3,0,144,89,1555.7,282,91,59,2023
0,20,3,0,169,69,1658.5,241,105,70,2014
0,31,3,0,163,81,1706.6,257,123,74,2186
0,29,3,1,177,126,2213.9,329,157,105,2889
1,23,2,0,162,56,1268.3,129.225,72,60,1345
0,21,2,0,161,57,1453.5,245,69,34.46,1566
0,43,3,0,156,87,1691.6,214,97,89,2045
1,22,2,3,143,52,1165.2,161,86,47,1411
0,21,2,0,164,67,1607.3,231,123,47,1839
0,21,2,0,185,88,1970,346,85,68,2336
1,21,3,4,158,54,1247.1,184,51.69,35,1258
1,43,3,0,158,110,1713.6,235,117,95,2263
1,29,3,0,139,86,1450.1,196,105,74,1870
0,38,3,0,168,116,2011.7,241,143,93,2373
0,23,3,0,162,43,1353.4,214,64,43,1499
0,24,4,0,174,109,2062.9,376,139,100,2960
0,24,3,2,174,86,1769.8,383,117,62,2558
0,22,2,0,174,77,1742.9,251,123,56,2000
0,21,2,0,161,67,1630.4,214,96,66,1834
1,24,2,0,172,73,1505.8,233,87,56,1784
0,20,3,0,151,96,1827.7,272,141,88,2444
0,23,3,0,168,62,1536.6,187,76,35,1367
1,21,3,0,162,54,1316.3,201,81,39,1479
1,23,2,0,171,55,1361.7,174,62,64,1520
0,32,4,0,161,98,1837.7,315,129,81,2505
0,23,3,0,169,82,1797.6,286,94,52,1988
1,22,4,0,152,51,1162.8,170,51.69,48,1319
0,23,2,4,180,63,1653.6,233,60,53,1649
0,20,3,0,161,49,1406.3,159,89,59,1523
0,21,3,1,171,64,1605.7,251,90,54,1850
0,23,3,0,171,62,1602.8,273,101,59,2027
1,21,2,1,142,57,1191.3,145,84,52,1384
1,28,3,0,158,46,1118.2,133,59,35,1083
0,21,3,0,176,97,1952.4,332,154,88,2736
1,28,3,0,154,94,1640.5,267,113,75,2195
0,19,2,0,157,63,1468,237,101,58,1874
0,23,4,0,156,89,1819.8,176,110,99,2035
1,28,3,1,146,97,1571.3,242,96,79,2063
0,25,3,0,167,74,1651.9,166,131,68,1800
0,22,3,3,173,73,1691.4,317,111,57,2225
0,23,2,4,175,82,1776.6,308,114,67,2291
1,21,3,1,173,79,1602.7,247,62,70,1866
0,23,3,0,167,106,1977.3,297,141,95,2607
0,32,3,0,173,53,1417.6,180,52,35,1243
0,23,2,0,165,54,1513.4,161,61,71,1527
0,21,2,1,146,71,1541.9,261,86,75,2063
0,21,3,0,173,51,1491.9,219,52,44,1480
0,22,3,0,175,80,1821.3,283,113,75,2259
0,24,3,0,154,112,1943.8,287,113,101,2509
1,20,3,1,160,55,1306.3,154,76,35,1235
1,22,2,0,139,72,1301.9,202,86,54,1638
0,24,4,0,169,97,1900.2,278,125,100,2512
0,23,3,0,166,49,1376.6,152,88,49,1401
1,29,3,0,168,108,1855,356,89,86,2554
1,26,3,0,152,94,1619.1,266,125,42,1942
1,30,4,0,160,95,1644.7,180,140,88,2072
0,25,2,2,170,65,1572.6,195,62,79,1739
1,19,4,2,178,70,1534,191,122,62,1810
0,27,4,1,185,86,1883.1,265,131,89,2385
0,24,2,0,166,74,1605.8,216,93,73,1893
0,29,2,0,156,84,1665.4,310,108,86,2446
1,22,4,1,175,72,1544.6,166,80,78,1686
1,40,2,1,160,80,1458.3,215,106,74,1950
1,36,3,3,157,98,1607.6,253,118,97,2357
1,48,3,0,158,45,1008.1,132,56,37,1085
0,21,2,0,180,76,1770.3,350,74,53,2173
0,47,3,2,170,89,1701.5,365,83,78,2494
0,21,4,0,167,114,2119.1,378,86,107,2819
1,40,3,0,142,81,1402.4,293,81,39,1847
1,30,4,0,164,93,1616.3,178,97,83,1847
0,23,2,1,145,71,1465,223,91,58,1778
1,32,2,2,156,79,1396,211,72,57,1645
0,25,4,2,143,67,1477.5,265,96,53,1921
0,24,2,0,163,68,1574.1,145,111,81,1753
0,22,3,0,159,117,2082.9,385,147,103,3055
0,21,3,4,167,59,1533.9,141,95,66,1538
1,22,2,1,158,49,1196.5,165,51.69,60,1407
0,26,4,3,178,70,1697.3,258,124,69,2149
1,41,3,0,157,107,1651.3,257,97,79,2127
0,44,3,0,154,88,1614.4,290,76,82,2202
0,22,4,4,172,70,1672.4,253,115,78,2174
1,20,2,1,157,56,1279.9,156,65,47,1307
0,21,3,0,152,96,1757.3,269,131,89,2401
0,21,2,0,167,58,1570.2,195,68,51,1511
1,22,2,0,158,78,1551.5,179,102,75,1799
1,22,2,0,151,60,1302.5,179,69,47,1415
1,46,4,0,137,71,1217.9,197,68,48,1492
1,23,3,0,159,78,1486.6,290,103,41,1941
0,29,3,0,169,57,1497.1,267,79,45,1789
0,22,3,1,180,73,1744,268,126,46,1990
1,36,3,0,161,48,1132.4,193,55,40,1352
0,25,3,0,174,51,1524.8,205,62,57,1581
1,23,3,0,158,49,1205.2,129.225,62,61,1314
1,24,3,0,170,60,1378.8,136,84,45,1285
1,19,2,0,144,70,1353.4,184,111,39,1531
0,23,4,4,165,71,1606.2,269,93,54,1934
0,24,3,2,171,70,1661.9,166,100,72,1712
0,39,4,0,182,110,2080.4,250,145,68,2192
0,21,3,0,168,63,1583.4,312,76,49,1993
0,28,2,0,169,97,1888.3,235,147,47,1951
1,25,2,0,162,78,1508.4,226,93,69,1897
0,21,4,1,169,62,1534.2,195,65,64,1616
1,27,3,1,135,62,1140.1,217,80,54,1674
0,17,3,0,170,68,1588.8,150,89,79,1667
0,39,4,0,181,111,2051.2,356,155,103,2971
1,17,4,1,169,109,1936.7,384,140,54,2582
1,24,2,1,160,75,1481.1,246,84,66,1914
0,36,4,0,158,114,1965.5,327,156,80,2652
1,32,3,0,154,44,1117.6,153,53,34.46,1134
1,21,2,0,156,66,1408.9,228,67,37,1513
1,24,4,1,159,50,1173.6,158,51.69,36,1163
0,20,2,0,130,56,1278.5,206,53,41,1405
1,21,2,1,175,84,1634.8,175,145,58,1802
1,21,2,1,161,65,1360,201,84,34.46,1450
1,24,4,0,142,87,1461.6,136,104,72,1608
1,27,2,0,157,75,1407.6,252,67,61,1825
1,26,3,0,161,47,1166.1,139,82,37,1217
0,31,3,0,173,51,1505.6,208,58,65,1649
0,19,3,0,170,54,1511.5,209,51.69,43,1430
0,26,2,4,165,81,1700,292,128,87,2463
1,24,2,0,161,54,1243.1,187,55,56,1472
1,22,3,2,153,65,1362.3,248,51.69,63,1766
0,24,2,1,176,87,1882.5,385,102,48,2380
1,47,2,0,146,103,1515.8,251,129,99,2411
0,30,2,1,172,93,1902.4,271,108,67,2119
0,27,3,1,163,87,1767.3,347,109,61,2373
0,21,3,2,179,73,1684.9,166,136,79,1919
1,42,2,0,155,64,1250.6,129.225,102,55,1420
1,24,2,0,152,74,1437.3,151,77,43,1299
1,22,2,1,146,41,1008.1,138,51.69,34.46,1069
1,38,3,0,162,38,1070.9,173,53,34.46,1214
0,21,4,1,174,60,1621.8,227,87,61,1805
0,22,3,4,174,72,1692.1,170,120,73,1817
1,21,3,0,150,53,1225.8,154,72,61,1453
0,25,3,0,161,103,1877.4,344,94,92,2580
1,24,4,0,153,63,1327,129.225,85,63,1424
0,24,3,1,177,71,1714.6,243,93,93,2181
1,19,2,0,163,44,1183.6,151,80,36,1248
1,47,4,0,146,74,1210.4,214,68,45,1533
0,25,3,0,167,61,1572.8,234,69,62,1770
0,24,3,0,173,76,1724.6,205,114,91,2095
1,62,2,0,151,79,1221.1,203,51.69,55,1514
1,21,2,1,155,69,1420.6,286,114,55,2095
0,20,4,4,177,70,1685.3,284,97,69,2145
0,22,3,0,180,69,1741.7,187,84,62,1642
1,23,4,2,171,71,1502.2,228,91,55,1771
0,23,2,0,165,114,2037,380,152,66,2722
1,24,2,0,155,56,1246.9,195,51.69,60,1527
0,22,3,1,179,72,1703.1,261,133,52,2044
1,22,2,2,151,64,1351.6,184,78,65,1633
1,51,3,0,147,93,1383.7,192,94,73,1801
0,22,3,0,169,65,1593.5,229,51.69,58,1645
0,23,3,2,168,72,1642.9,257,125,49,1969
1,39,3,0,146,98,1530.8,328,115,55,2267
1,23,3,1,164,86,1593,225,123,46,1806
0,22,2,3,176,67,1660.5,190,100,47,1583
1,24,3,0,137,74,1311.6,286,73,53,1913
0,21,3,0,164,47,1368.3,193,54,42,1366
1,44,2,1,142,57,1109.7,186,55,62,1522
0,23,3,0,169,86,1806.9,283,93,101,2413
0,23,4,0,166,49,1401.7,159,107,42,1442
0,24,2,0,164,75,1650.5,352,81,70,2362
1,22,3,4,167,73,1513.5,209,96,63,1787
0,53,3,0,169,50,1291.2,177,78,50,1470
1,35,3,1,155,39,976.6,142,51.69,34.46,1085
1,22,2,1,152,78,1445.7,150,124,60,1636
1,25,3,0,157,98,1697.6,240,68,79,1943
0,19,3,0,154,94,1808.7,310,127,82,2486
1,15,2,3,168,65,1470.2,196,61,62,1586
1,36,3,0,141,99,1585.5,248,110,97,2305
1,23,2,0,160,63,1353.4,129.225,76,68,1433
1,22,2,1,160,67,1427.6,201,97,53,1669
1,28,2,0,155,87,1541.4,309,103,62,2206
0,30,3,0,167,47,1369.8,136,54,64,1336
0,40,4,0,181,110,2004.3,377,132,101,2945
1,24,2,0,137,50,1088.6,167,61,45,1317
0,25,2,0,173,64,1570,280,103,36,1856
1,19,3,4,165,63,1439.8,175,90,50,1510
0,15,3,3,159,47,1378,156,92,36,1316
0,25,2,0,164,75,1647.1,250,111,82,2182
0,24,3,0,166,74,1629.9,167,94,63,1611
1,27,3,0,153,59,1287.9,231,74,45,1625
1,21,2,1,155,75,1440.5,189,83,72,1736
0,25,4,0,166,83,1731.2,384,107,37,2297
0,30,3,0,175,98,1932.5,331,129,68,2452
1,28,2,0,140,55,1093.4,129.225,65,34.46,1087
0,31,3,0,176,77,1672.1,238,86,79,2007
1,38,4,0,152,65,1321.2,166,52,70,1502
0,21,2,4,168,58,1556.6,218,105,49,1733
0,25,2,0,163,43,1289.1,131,90,39,1235
0,20,3,2,163,62,1500.5,129.225,91,70,1511
0,43,3,0,169,110,1953.8,382,141,102,3010
0,33,3,0,163,47,1326.8,149,75,40,1256
0,28,3,0,152,86,1701.8,298,131,78,2418
0,26,3,0,168,96,1847.2,334,116,53,2277
0,23,3,0,165,55,1476.6,188,97,48,1572
0,17,3,0,152,93,1759.7,370,116,55,2439
0,26,3,0,169,89,1810.3,279,82,93,2281
1,48,2,0,148,71,1238.1,209,119,34.46,1622
0,23,3,0,175,80,1749.5,228,110,61,1901
0,25,3,0,157,44,1340.1,166,70,65,1529
1,23,4,2,152,56,1222.3,180,52,41,1297
0,22,2,0,173,100,1930.7,391,98,67,2559
0,20,3,2,169,45,1381.5,129.225,56,53,1218
1,22,3,0,158,42,1191.8,166,56,38,1230
1,44,4,0,141,69,1185.7,219,75,43,1563
1,48,3,0,154,108,1636.6,326,141,81,2597
1,25,3,0,138,74,1291.7,175,83,45,1437
1,23,3,1,152,64,1307.6,189,68,39,1379
1,21,2,0,144,69,1303.3,207,75,46,1542
0,22,3,0,169,92,1853.5,297,80,84,2264
0,23,3,0,165,84,1803,343,125,58,2394
0,24,3,0,179,89,1909.7,210,90,87,1983
1,22,3,0,156,90,1614.5,231,100,74,1990
0,16,3,0,188,55,1623.2,255,72,36,1632
0,34,4,0,175,109,2029.5,334,104,106,2706
0,29,3,0,174,51,1487.9,176,73,45,1401
1,28,3,0,153,59,1260.8,145,92,55,1443
0,20,2,2,163,71,1679.3,159,103,84,1804
1,21,4,0,155,53,1254.4,160,51.69,50,1297
0,25,3,2,165,61,1458.7,184,66,73,1657
0,20,3,3,182,60,1643.4,243,52,61,1729
1,24,3,0,160,60,1243.5,153,60,38,1194
0,24,3,1,164,46,1374.9,132,63,61,1329
0,24,2,4,159,70,1546.6,251,87,66,1946
0,26,3,0,172,107,1960.3,344,127,82,2622
0,29,2,2,163,46,1383.8,149,98,50,1438
1,23,4,4,169,82,1570.4,263,110,71,2131
0,57,2,0,166,86,1579.2,349,84,54,2218
0,23,2,0,166,75,1698.1,276,91,59,1999
0,19,2,0,160,45,1374.2,190,51.69,47,1390
0,22,3,0,166,49,1415.7,129.225,121,48,1433
0,70,2,0,168,77,1445.6,229,97,62,1862
0,23,2,3,169,66,1563,202,82,49,1577
0,47,3,1,171,83,1644.6,188,96,99,2027
1,24,4,0,147,59,1232.7,225,51.69,46,1521
1,16,3,4,172,65,1433.6,287,61,58,1914
0,31,2,0,164,67,1544.5,200,72,60,1628
0,23,3,4,162,110,2009.5,130,181,102,2162
1,25,2,0,157,76,1443.9,201,90,55,1659
1,27,3,0,163,41,1167.3,145,51.69,34.46,1097
1,22,2,1,145,40,1081.6,163,51.69,34.46,1169
1,22,2,3,147,69,1346.4,220,106,45,1709
0,32,3,0,157,89,1729.4,236,123,71,2075
0,20,3,0,169,44,1459,196,51.69,43,1378
0,21,4,1,182,81,1846,247,110,67,2031
0,22,3,0,162,116,2034.2,395,116,75,2719
0,25,3,0,165,112,2063.3,359,174,41,2501
1,41,4,0,162,46,1126.7,162,65,39,1259
0,31,2,1,173,99,1971.2,279,107,83,2291
0,25,4,0,170,77,1736.4,169,94,81,1781
0,23,3,0,175,97,2018.7,290,104,100,2476
1,23,3,0,154,79,1505.5,317,105,57,2201
0,21,3,0,159,41,1353.9,196,76,42,1466
1,20,2,1,165,80,1569.2,166,102,79,1783
1,28,3,0,169,48,1234.4,178,51.69,61,1468
1,31,3,0,157,76,1439,220,92,61,1797
0,25,3,0,170,46,1413.5,139,79,53,1349
0,28,3,0,170,50,1392.3,228,62,42,1538
0,21,3,1,171,64,1622.9,225,117,53,1845
0,24,3,4,170,81,1763.2,302,103,63,2187
1,20,4,0,139,56,1161,214,86,49,1641
0,22,3,0,155,98,1868.6,178,125,85,1977
0,25,3,0,169,93,1818.6,252,134,76,2228
0,21,3,0,168,80,1760.9,255,125,63,2087
0,50,2,1,161,67,1457.1,258,96,34.46,1726
0,22,2,0,166,62,1570,202,59,57,1557
0,31,3,0,156,90,1707.3,170,124,90,1986
0,54,3,3,154,87,1580,306,120,97,2577
1,21,4,1,170,52,1323.7,153,89,52,1436
1,24,4,0,153,51,1188.2,138,70,40,1192
0,37,2,0,173,108,2026.4,311,157,97,2745
1,23,3,0,160,38,1100.5,134,54,45,1157
0,24,4,1,181,71,1742.1,329,78,73,2285
0,27,2,1,172,94,1903.2,241,103,84,2132
0,22,4,0,156,73,1554.1,244,74,61,1821
0,18,2,1,166,71,1634.7,273,93,59,1995
1,21,2,2,156,56,1230.9,143,81,50,1346
1,27,2,1,153,51,1199.3,159,84,35,1287
0,28,3,0,176,75,1707.1,278,126,50,2066
0,21,4,0,158,76,1637.9,362,92,62,2374
0,22,3,0,168,61,1538.2,134,85,73,1533
0,18,2,0,164,72,1688.8,245,117,76,2132
1,24,2,0,156,63,1299.2,187,69,34.46,1334
0,23,3,0,165,50,1431.5,182,65,43,1375
0,16,2,0,166,77,1712.7,241,104,55,1875
1,27,3,0,155,45,1158.3,156,73,34.46,1226
0,23,3,2,164,43,1316.5,138,55,37,1105
0,22,2,0,165,63,1526.1,230,74,74,1882
0,24,3,0,165,47,1386,141,56,37,1121
1,22,4,2,157,78,1488.4,210,131,65,1949
1,40,3,0,154,100,1557.4,281,72,73,2069
0,21,3,4,165,72,1656.1,329,93,78,2390
0,56,3,0,157,85,1574.8,357,75,78,2430
0,21,3,0,167,71,1709.5,270,63,62,1890
1,50,2,0,151,81,1346.2,220,108,39,1663
0,52,3,0,167,50,1253.4,202,75,44,1504
1,58,4,0,143,78,1220.3,206,103,59,1767
0,29,3,0,164,97,1863.9,327,101,100,2612
0,22,3,1,165,67,1577,145,109,62,1574
0,27,3,0,168,67,1575.6,260,61,40,1644
0,30,2,1,166,91,1820.2,283,121,78,2318
0,26,3,0,171,120,2160.1,389,118,106,2982
1,21,4,0,141,82,1400.9,248,67,55,1755
0,25,2,2,163,70,1621.5,240,101,46,1778
0,21,4,0,169,69,1686.1,196,88,54,1622
1,19,2,1,164,71,1429.3,198,72,72,1728
0,25,2,2,164,70,1594.1,256,63,65,1861
1,48,4,0,148,72,1243.5,160,89,68,1608
1,19,2,0,145,69,1304.1,246,87,42,1710
1,26,3,2,162,86,1591.7,265,108,61,2041
1,20,2,0,166,71,1504.9,205,92,35,1503
0,25,3,0,163,107,1968.8,381,137,99,2963
1,57,2,0,142,70,1081.6,214,87,65,1789
0,25,3,2,169,79,1732.3,270,98,55,1967
0,29,3,0,171,99,1936.2,145,144,96,2020
0,21,3,0,175,78,1796.9,195,102,79,1899
0,21,3,0,171,50,1441.5,208,79,46,1562
1,25,3,4,159,44,1173.8,161,66,47,1331
0,27,3,1,174,76,1753.4,138,104,90,1778
1,39,3,0,159,43,1099.4,153,59,46,1262
0,26,4,1,179,134,2356.2,360,165,110,3090
1,15,2,0,153,54,1215.1,137,55,43,1155
0,22,3,0,174,74,1698.6,262,95,56,1932
1,28,2,0,156,75,1387.8,197,90,60,1688
1,44,3,1,165,43,1095.8,162,58,36,1204
0,16,4,0,158,73,1701.5,299,73,65,2073
0,23,3,0,164,119,2136.6,314,158,106,2842
0,25,3,0,153,103,1891.7,377,151,78,2814
0,22,4,3,173,73,1696,178,122,68,1812
0,23,3,0,176,66,1661.5,317,54,53,1961
0,25,3,0,157,103,1908.9,311,137,82,2530
0,23,2,0,167,107,1975.7,367,148,83,2807
1,31,3,0,163,41,1116.6,131,73,36,1140
0,49,3,0,171,52,1342,234,86,34.46,1590
1,21,2,0,164,78,1554.7,280,63,49,1813
0,23,4,3,165,70,1610.3,129.225,115,86,1751
1,50,4,0,156,82,1422.6,208,67,81,1829
1,25,3,0,144,90,1443.4,310,100,69,2261
0,42,4,0,183,109,2067.5,375,152,76,2792
0,22,3,0,160,43,1280.4,165,56,52,1352
0,48,3,0,158,91,1656.6,235,122,80,2148
1,23,3,0,160,91,1613.6,194,139,51,1791
0,36,2,0,173,55,1449.3,206,70,72,1752
